county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
County of Kauai,15-02,State Representative,15,D,"TOKIOKA, James Kunane",0,0,244,244
County of Kauai,15-03,Straight Party,,,DEMOCRATIC PARTY (D),0,0,537,537
County of Kauai,15-03,Straight Party,,,INDEPENDENT PARTY (I),0,0,5,5
County of Kauai,15-03,Straight Party,,,LIBERTARIAN PARTY (L),0,0,1,1
County of Kauai,15-03,Straight Party,,,NONPARTISAN BALLOT (N),0,0,7,7
County of Kauai,15-03,Straight Party,,,REPUBLICAN PARTY (R),0,0,78,78
County of Kauai,15-03,US Representative,2,I,"STENSHOL, Shaun",0,0,5,5
County of Kauai,15-03,US Representative,2,D,"HIRONO, Mazie",0,0,327,327
County of Kauai,15-03,US Representative,2,R,"EVANS, Roger B.",0,0,42,42
County of Kauai,15-03,US Representative,2,L,"MALLAN, Lloyd J. (Jeff)",0,0,1,1
County of Kauai,15-03,State Senate,7,D,"HOOSER, Gary L.",0,0,323,323
County of Kauai,15-03,State Senate,7,R,"GEORGI, JoAnne S.",0,0,56,56
County of Kauai,15-03,State Representative,15,D,"TOKIOKA, James Kunane",0,0,302,302
County of Kauai,15-04,Straight Party,,,DEMOCRATIC PARTY (D),0,0,624,624
County of Kauai,15-04,Straight Party,,,INDEPENDENT PARTY (I),0,0,9,9
County of Kauai,15-04,Straight Party,,,LIBERTARIAN PARTY (L),0,0,6,6
County of Kauai,15-04,Straight Party,,,NONPARTISAN BALLOT (N),0,0,9,9
County of Kauai,15-04,Straight Party,,,REPUBLICAN PARTY (R),0,0,101,101
County of Kauai,15-04,US Representative,2,I,"STENSHOL, Shaun",0,0,7,7
County of Kauai,15-04,US Representative,2,D,"HIRONO, Mazie",0,0,373,373
County of Kauai,15-04,US Representative,2,R,"EVANS, Roger B.",0,0,60,60
County of Kauai,15-04,US Representative,2,L,"MALLAN, Lloyd J. (Jeff)",0,0,6,6
County of Kauai,15-04,State Senate,7,D,"HOOSER, Gary L.",0,0,399,399
County of Kauai,15-04,State Senate,7,R,"GEORGI, JoAnne S.",0,0,71,71
County of Kauai,15-04,State Representative,15,D,"TOKIOKA, James Kunane",0,0,364,364
County of Kauai,15-05,Straight Party,,,DEMOCRATIC PARTY (D),0,0,257,257
County of Kauai,15-05,Straight Party,,,INDEPENDENT PARTY (I),0,0,10,10
County of Kauai,15-05,Straight Party,,,LIBERTARIAN PARTY (L),0,0,2,2
County of Kauai,15-05,Straight Party,,,NONPARTISAN BALLOT (N),0,0,4,4
County of Kauai,15-05,Straight Party,,,REPUBLICAN PARTY (R),0,0,50,50
County of Kauai,15-05,US Representative,2,I,"STENSHOL, Shaun",0,0,6,6
County of Kauai,15-05,US Representative,2,D,"HIRONO, Mazie",0,0,137,137
County of Kauai,15-05,US Representative,2,R,"EVANS, Roger B.",0,0,23,23
County of Kauai,15-05,US Representative,2,L,"MALLAN, Lloyd J. (Jeff)",0,0,2,2
County of Kauai,15-05,State Senate,7,D,"HOOSER, Gary L.",0,0,169,169
County of Kauai,15-05,State Senate,7,R,"GEORGI, JoAnne S.",0,0,33,33
County of Kauai,15-05,State Representative,15,D,"TOKIOKA, James Kunane",0,0,107,107
County of Kauai,16-01,Straight Party,,,DEMOCRATIC PARTY (D),0,0,385,385
County of Kauai,16-01,Straight Party,,,INDEPENDENT PARTY (I),0,0,4,4
County of Kauai,16-01,Straight Party,,,LIBERTARIAN PARTY (L),0,0,4,4
County of Kauai,16-01,Straight Party,,,NONPARTISAN BALLOT (N),0,0,2,2
County of Kauai,16-01,Straight Party,,,REPUBLICAN PARTY (R),0,0,85,85
County of Kauai,16-01,US Representative,2,I,"STENSHOL, Shaun",0,0,3,3
County of Kauai,16-01,US Representative,2,D,"HIRONO, Mazie",0,0,245,245
County of Kauai,16-01,US Representative,2,R,"EVANS, Roger B.",0,0,48,48
County of Kauai,16-01,US Representative,2,L,"MALLAN, Lloyd J. (Jeff)",0,0,3,3
County of Kauai,16-01,State Senate,7,D,"HOOSER, Gary L.",0,0,253,253
County of Kauai,16-01,State Senate,7,R,"GEORGI, JoAnne S.",0,0,60,60
County of Kauai,16-01,State Representative,16,D,"SAGUM, Roland D., III",0,0,181,181
County of Kauai,16-02,Straight Party,,,DEMOCRATIC PARTY (D),0,0,807,807
County of Kauai,16-02,Straight Party,,,INDEPENDENT PARTY (I),0,0,13,13
County of Kauai,16-02,Straight Party,,,LIBERTARIAN PARTY (L),0,0,5,5
County of Kauai,16-02,Straight Party,,,NONPARTISAN BALLOT (N),0,0,7,7
County of Kauai,16-02,Straight Party,,,REPUBLICAN PARTY (R),0,0,165,165
County of Kauai,16-02,US Representative,2,I,"STENSHOL, Shaun",0,0,12,12
County of Kauai,16-02,US Representative,2,D,"HIRONO, Mazie",0,0,448,448
County of Kauai,16-02,US Representative,2,R,"EVANS, Roger B.",0,0,90,90
County of Kauai,16-02,US Representative,2,L,"MALLAN, Lloyd J. (Jeff)",0,0,4,4
County of Kauai,16-02,State Senate,7,D,"HOOSER, Gary L.",0,0,549,549
County of Kauai,16-02,State Senate,7,R,"GEORGI, JoAnne S.",0,0,128,128
County of Kauai,16-02,State Representative,16,D,"SAGUM, Roland D., III",0,0,349,349
County of Kauai,16-03,Straight Party,,,DEMOCRATIC PARTY (D),0,0,590,590
County of Kauai,16-03,Straight Party,,,INDEPENDENT PARTY (I),0,0,11,11
County of Kauai,16-03,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
County of Kauai,16-03,Straight Party,,,NONPARTISAN BALLOT (N),0,0,13,13
County of Kauai,16-03,Straight Party,,,REPUBLICAN PARTY (R),0,0,80,80
County of Kauai,16-03,US Representative,2,I,"STENSHOL, Shaun",0,0,8,8
County of Kauai,16-03,US Representative,2,D,"HIRONO, Mazie",0,0,377,377
County of Kauai,16-03,US Representative,2,R,"EVANS, Roger B.",0,0,31,31
County of Kauai,16-03,US Representative,2,L,"MALLAN, Lloyd J. (Jeff)",0,0,0,0
County of Kauai,16-03,State Senate,7,D,"HOOSER, Gary L.",0,0,372,372
County of Kauai,16-03,State Senate,7,R,"GEORGI, JoAnne S.",0,0,64,64
County of Kauai,16-03,State Representative,16,D,"SAGUM, Roland D., III",0,0,285,285
County of Kauai,16-04,Straight Party,,,DEMOCRATIC PARTY (D),0,0,79,79
County of Kauai,16-04,Straight Party,,,INDEPENDENT PARTY (I),0,0,1,1
County of Kauai,16-04,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
County of Kauai,16-04,Straight Party,,,NONPARTISAN BALLOT (N),0,0,0,0
County of Kauai,16-04,Straight Party,,,REPUBLICAN PARTY (R),0,0,4,4
County of Kauai,16-04,US Representative,2,I,"STENSHOL, Shaun",0,0,1,1
County of Kauai,16-04,US Representative,2,D,"HIRONO, Mazie",0,0,52,52
County of Kauai,16-04,US Representative,2,R,"EVANS, Roger B.",0,0,3,3
County of Kauai,16-04,US Representative,2,L,"MALLAN, Lloyd J. (Jeff)",0,0,0,0
County of Kauai,16-04,State Senate,7,D,"HOOSER, Gary L.",0,0,45,45
County of Kauai,16-04,State Senate,7,R,"GEORGI, JoAnne S.",0,0,2,2
County of Kauai,16-04,State Representative,16,D,"SAGUM, Roland D., III",0,0,43,43
County of Kauai,16-05,Straight Party,,,DEMOCRATIC PARTY (D),0,0,373,373
County of Kauai,16-05,Straight Party,,,INDEPENDENT PARTY (I),0,0,4,4
County of Kauai,16-05,Straight Party,,,LIBERTARIAN PARTY (L),0,0,2,2
County of Kauai,16-05,Straight Party,,,NONPARTISAN BALLOT (N),0,0,6,6
County of Kauai,16-05,Straight Party,,,REPUBLICAN PARTY (R),0,0,42,42
County of Kauai,16-05,US Representative,2,I,"STENSHOL, Shaun",0,0,2,2
County of Kauai,16-05,US Representative,2,D,"HIRONO, Mazie",0,0,256,256
County of Kauai,16-05,US Representative,2,R,"EVANS, Roger B.",0,0,25,25
County of Kauai,16-05,US Representative,2,L,"MALLAN, Lloyd J. (Jeff)",0,0,2,2
County of Kauai,16-05,State Senate,7,D,"HOOSER, Gary L.",0,0,203,203
County of Kauai,16-05,State Senate,7,R,"GEORGI, JoAnne S.",0,0,32,32
County of Kauai,16-05,State Representative,16,D,"SAGUM, Roland D., III",0,0,203,203
County of Kauai,16-06,Straight Party,,,DEMOCRATIC PARTY (D),0,0,484,484
County of Kauai,16-06,Straight Party,,,INDEPENDENT PARTY (I),0,0,11,11
County of Kauai,16-06,Straight Party,,,LIBERTARIAN PARTY (L),0,0,3,3
County of Kauai,16-06,Straight Party,,,NONPARTISAN BALLOT (N),0,0,13,13
County of Kauai,16-06,Straight Party,,,REPUBLICAN PARTY (R),0,0,68,68
County of Kauai,16-06,US Representative,2,I,"STENSHOL, Shaun",0,0,9,9
County of Kauai,16-06,US Representative,2,D,"HIRONO, Mazie",0,0,306,306
County of Kauai,16-06,US Representative,2,R,"EVANS, Roger B.",0,0,36,36
County of Kauai,16-06,US Representative,2,L,"MALLAN, Lloyd J. (Jeff)",0,0,3,3
County of Kauai,16-06,State Senate,7,D,"HOOSER, Gary L.",0,0,276,276
County of Kauai,16-06,State Senate,7,R,"GEORGI, JoAnne S.",0,0,51,51
County of Kauai,16-06,State Representative,16,D,"SAGUM, Roland D., III",0,0,240,240
County of Kauai,16-07,Straight Party,,,DEMOCRATIC PARTY (D),0,0,24,24
County of Kauai,16-07,Straight Party,,,INDEPENDENT PARTY (I),0,0,0,0
County of Kauai,16-07,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
County of Kauai,16-07,Straight Party,,,NONPARTISAN BALLOT (N),0,0,0,0
County of Kauai,16-07,Straight Party,,,REPUBLICAN PARTY (R),0,0,6,6
County of Kauai,16-07,US Representative,2,I,"STENSHOL, Shaun",0,0,0,0
County of Kauai,16-07,US Representative,2,D,"HIRONO, Mazie",0,0,6,6
County of Kauai,16-07,US Representative,2,R,"EVANS, Roger B.",0,0,2,2
County of Kauai,16-07,US Representative,2,L,"MALLAN, Lloyd J. (Jeff)",0,0,0,0
County of Kauai,16-07,State Senate,7,D,"HOOSER, Gary L.",0,0,17,17
County of Kauai,16-07,State Senate,7,R,"GEORGI, JoAnne S.",0,0,4,4
County of Kauai,16-07,State Representative,16,D,"SAGUM, Roland D., III",0,0,1,1
City & County of Honolulu,17-01,Straight Party,,,DEMOCRATIC PARTY (D),0,0,433,433
City & County of Honolulu,17-01,Straight Party,,,INDEPENDENT PARTY (I),0,0,1,1
City & County of Honolulu,17-01,Straight Party,,,LIBERTARIAN PARTY (L),0,0,4,4
City & County of Honolulu,17-01,Straight Party,,,NONPARTISAN BALLOT (N),0,0,7,7
City & County of Honolulu,17-01,Straight Party,,,REPUBLICAN PARTY (R),0,0,167,167
City & County of Honolulu,17-01,US Representative,1,D,"ABERCROMBIE, Neil",0,0,334,334
City & County of Honolulu,17-01,US Representative,1,R,"TATAII, Steve",0,0,60,60
City & County of Honolulu,17-01,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,2,2
City & County of Honolulu,17-01,US Representative,1,L,"ZHAO, Li",0,0,2,2
City & County of Honolulu,17-01,State Representative,17,D,"MONK, Amy Yukiko",0,0,281,281
City & County of Honolulu,17-01,State Representative,17,R,"WARD, Gene",0,0,153,153
City & County of Honolulu,17-02,Straight Party,,,DEMOCRATIC PARTY (D),0,0,317,317
City & County of Honolulu,17-02,Straight Party,,,INDEPENDENT PARTY (I),0,0,0,0
City & County of Honolulu,17-02,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,17-02,Straight Party,,,NONPARTISAN BALLOT (N),0,0,2,2
City & County of Honolulu,17-02,Straight Party,,,REPUBLICAN PARTY (R),0,0,80,80
City & County of Honolulu,17-02,US Representative,1,D,"ABERCROMBIE, Neil",0,0,236,236
City & County of Honolulu,17-02,US Representative,1,R,"TATAII, Steve",0,0,22,22
City & County of Honolulu,17-02,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,17-02,US Representative,1,L,"ZHAO, Li",0,0,0,0
City & County of Honolulu,17-02,State Representative,17,D,"MONK, Amy Yukiko",0,0,191,191
City & County of Honolulu,17-02,State Representative,17,R,"WARD, Gene",0,0,79,79
City & County of Honolulu,17-03,Straight Party,,,DEMOCRATIC PARTY (D),0,0,391,391
City & County of Honolulu,17-03,Straight Party,,,INDEPENDENT PARTY (I),0,0,5,5
City & County of Honolulu,17-03,Straight Party,,,LIBERTARIAN PARTY (L),0,0,6,6
City & County of Honolulu,17-03,Straight Party,,,NONPARTISAN BALLOT (N),0,0,2,2
City & County of Honolulu,17-03,Straight Party,,,REPUBLICAN PARTY (R),0,0,292,292
City & County of Honolulu,17-03,US Representative,1,D,"ABERCROMBIE, Neil",0,0,273,273
City & County of Honolulu,17-03,US Representative,1,R,"TATAII, Steve",0,0,94,94
City & County of Honolulu,17-03,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,3,3
City & County of Honolulu,17-03,US Representative,1,L,"ZHAO, Li",0,0,3,3
City & County of Honolulu,17-03,State Representative,17,D,"MONK, Amy Yukiko",0,0,251,251
City & County of Honolulu,17-03,State Representative,17,R,"WARD, Gene",0,0,272,272
City & County of Honolulu,17-04,Straight Party,,,DEMOCRATIC PARTY (D),0,0,168,168
City & County of Honolulu,17-04,Straight Party,,,INDEPENDENT PARTY (I),0,0,2,2
City & County of Honolulu,17-04,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,17-04,Straight Party,,,NONPARTISAN BALLOT (N),0,0,0,0
City & County of Honolulu,17-04,Straight Party,,,REPUBLICAN PARTY (R),0,0,132,132
City & County of Honolulu,17-04,US Representative,1,D,"ABERCROMBIE, Neil",0,0,130,130
City & County of Honolulu,17-04,US Representative,1,R,"TATAII, Steve",0,0,62,62
City & County of Honolulu,17-04,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,17-04,US Representative,1,L,"ZHAO, Li",0,0,0,0
City & County of Honolulu,17-04,State Representative,17,D,"MONK, Amy Yukiko",0,0,120,120
City & County of Honolulu,17-04,State Representative,17,R,"WARD, Gene",0,0,130,130
City & County of Honolulu,17-05,Straight Party,,,DEMOCRATIC PARTY (D),0,0,459,459
City & County of Honolulu,17-05,Straight Party,,,INDEPENDENT PARTY (I),0,0,6,6
City & County of Honolulu,17-05,Straight Party,,,LIBERTARIAN PARTY (L),0,0,3,3
City & County of Honolulu,17-05,Straight Party,,,NONPARTISAN BALLOT (N),0,0,10,10
City & County of Honolulu,17-05,Straight Party,,,REPUBLICAN PARTY (R),0,0,282,282
City & County of Honolulu,17-05,US Representative,1,D,"ABERCROMBIE, Neil",0,0,359,359
City & County of Honolulu,17-05,US Representative,1,R,"TATAII, Steve",0,0,82,82
City & County of Honolulu,17-05,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,1,1
City & County of Honolulu,17-05,US Representative,1,L,"ZHAO, Li",0,0,1,1
City & County of Honolulu,17-05,State Representative,17,D,"MONK, Amy Yukiko",0,0,264,264
City & County of Honolulu,17-05,State Representative,17,R,"WARD, Gene",0,0,274,274
City & County of Honolulu,17-06,Straight Party,,,DEMOCRATIC PARTY (D),0,0,350,350
City & County of Honolulu,17-06,Straight Party,,,INDEPENDENT PARTY (I),0,0,4,4
City & County of Honolulu,17-06,Straight Party,,,LIBERTARIAN PARTY (L),0,0,3,3
City & County of Honolulu,17-06,Straight Party,,,NONPARTISAN BALLOT (N),0,0,3,3
City & County of Honolulu,17-06,Straight Party,,,REPUBLICAN PARTY (R),0,0,151,151
City & County of Honolulu,17-06,US Representative,1,D,"ABERCROMBIE, Neil",0,0,258,258
City & County of Honolulu,17-06,US Representative,1,R,"TATAII, Steve",0,0,34,34
City & County of Honolulu,17-06,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,17-06,US Representative,1,L,"ZHAO, Li",0,0,3,3
City & County of Honolulu,17-06,State Representative,17,D,"MONK, Amy Yukiko",0,0,235,235
City & County of Honolulu,17-06,State Representative,17,R,"WARD, Gene",0,0,146,146
City & County of Honolulu,17-07,Straight Party,,,DEMOCRATIC PARTY (D),0,0,494,494
City & County of Honolulu,17-07,Straight Party,,,INDEPENDENT PARTY (I),0,0,3,3
City & County of Honolulu,17-07,Straight Party,,,LIBERTARIAN PARTY (L),0,0,1,1
City & County of Honolulu,17-07,Straight Party,,,NONPARTISAN BALLOT (N),0,0,1,1
City & County of Honolulu,17-07,Straight Party,,,REPUBLICAN PARTY (R),0,0,243,243
City & County of Honolulu,17-07,US Representative,1,D,"ABERCROMBIE, Neil",0,0,382,382
City & County of Honolulu,17-07,US Representative,1,R,"TATAII, Steve",0,0,74,74
City & County of Honolulu,17-07,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,17-07,US Representative,1,L,"ZHAO, Li",0,0,1,1
City & County of Honolulu,17-07,State Representative,17,D,"MONK, Amy Yukiko",0,0,332,332
City & County of Honolulu,17-07,State Representative,17,R,"WARD, Gene",0,0,236,236
City & County of Honolulu,18-01,Straight Party,,,DEMOCRATIC PARTY (D),0,0,156,156
City & County of Honolulu,18-01,Straight Party,,,INDEPENDENT PARTY (I),0,0,5,5
City & County of Honolulu,18-01,Straight Party,,,LIBERTARIAN PARTY (L),0,0,5,5
City & County of Honolulu,18-01,Straight Party,,,NONPARTISAN BALLOT (N),0,0,2,2
City & County of Honolulu,18-01,Straight Party,,,REPUBLICAN PARTY (R),0,0,57,57
City & County of Honolulu,18-01,US Representative,1,D,"ABERCROMBIE, Neil",0,0,120,120
City & County of Honolulu,18-01,US Representative,1,R,"TATAII, Steve",0,0,51,51
City & County of Honolulu,18-01,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,2,2
City & County of Honolulu,18-01,US Representative,1,L,"ZHAO, Li",0,0,3,3
City & County of Honolulu,18-01,State Representative,18,D,"BERG, Lyla B.",0,0,112,112
City & County of Honolulu,18-02,Straight Party,,,DEMOCRATIC PARTY (D),0,0,420,420
City & County of Honolulu,18-02,Straight Party,,,INDEPENDENT PARTY (I),0,0,6,6
City & County of Honolulu,18-02,Straight Party,,,LIBERTARIAN PARTY (L),0,0,8,8
City & County of Honolulu,18-02,Straight Party,,,NONPARTISAN BALLOT (N),0,0,8,8
City & County of Honolulu,18-02,Straight Party,,,REPUBLICAN PARTY (R),0,0,133,133
City & County of Honolulu,18-02,US Representative,1,D,"ABERCROMBIE, Neil",0,0,316,316
City & County of Honolulu,18-02,US Representative,1,R,"TATAII, Steve",0,0,121,121
City & County of Honolulu,18-02,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,5,5
City & County of Honolulu,18-02,US Representative,1,L,"ZHAO, Li",0,0,3,3
City & County of Honolulu,18-02,State Representative,18,D,"BERG, Lyla B.",0,0,277,277
City & County of Honolulu,18-03,Straight Party,,,DEMOCRATIC PARTY (D),0,0,346,346
City & County of Honolulu,18-03,Straight Party,,,INDEPENDENT PARTY (I),0,0,2,2
City & County of Honolulu,18-03,Straight Party,,,LIBERTARIAN PARTY (L),0,0,3,3
City & County of Honolulu,18-03,Straight Party,,,NONPARTISAN BALLOT (N),0,0,6,6
City & County of Honolulu,18-03,Straight Party,,,REPUBLICAN PARTY (R),0,0,98,98
City & County of Honolulu,18-03,US Representative,1,D,"ABERCROMBIE, Neil",0,0,254,254
City & County of Honolulu,18-03,US Representative,1,R,"TATAII, Steve",0,0,87,87
City & County of Honolulu,18-03,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,1,1
City & County of Honolulu,18-03,US Representative,1,L,"ZHAO, Li",0,0,2,2
City & County of Honolulu,18-03,State Representative,18,D,"BERG, Lyla B.",0,0,241,241
City & County of Honolulu,18-04,Straight Party,,,DEMOCRATIC PARTY (D),0,0,427,427
City & County of Honolulu,18-04,Straight Party,,,INDEPENDENT PARTY (I),0,0,4,4
City & County of Honolulu,18-04,Straight Party,,,LIBERTARIAN PARTY (L),0,0,7,7
City & County of Honolulu,18-04,Straight Party,,,NONPARTISAN BALLOT (N),0,0,11,11
City & County of Honolulu,18-04,Straight Party,,,REPUBLICAN PARTY (R),0,0,112,112
City & County of Honolulu,18-04,US Representative,1,D,"ABERCROMBIE, Neil",0,0,308,308
City & County of Honolulu,18-04,US Representative,1,R,"TATAII, Steve",0,0,91,91
City & County of Honolulu,18-04,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,3,3
City & County of Honolulu,18-04,US Representative,1,L,"ZHAO, Li",0,0,4,4
City & County of Honolulu,18-04,State Representative,18,D,"BERG, Lyla B.",0,0,325,325
City & County of Honolulu,18-05,Straight Party,,,DEMOCRATIC PARTY (D),0,0,542,542
City & County of Honolulu,18-05,Straight Party,,,INDEPENDENT PARTY (I),0,0,6,6
City & County of Honolulu,18-05,Straight Party,,,LIBERTARIAN PARTY (L),0,0,8,8
City & County of Honolulu,18-05,Straight Party,,,NONPARTISAN BALLOT (N),0,0,7,7
City & County of Honolulu,18-05,Straight Party,,,REPUBLICAN PARTY (R),0,0,156,156
City & County of Honolulu,18-05,US Representative,1,D,"ABERCROMBIE, Neil",0,0,414,414
City & County of Honolulu,18-05,US Representative,1,R,"TATAII, Steve",0,0,146,146
City & County of Honolulu,18-05,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,4,4
City & County of Honolulu,18-05,US Representative,1,L,"ZHAO, Li",0,0,4,4
City & County of Honolulu,18-05,State Representative,18,D,"BERG, Lyla B.",0,0,368,368
City & County of Honolulu,18-06,Straight Party,,,DEMOCRATIC PARTY (D),0,0,321,321
City & County of Honolulu,18-06,Straight Party,,,INDEPENDENT PARTY (I),0,0,3,3
City & County of Honolulu,18-06,Straight Party,,,LIBERTARIAN PARTY (L),0,0,6,6
City & County of Honolulu,18-06,Straight Party,,,NONPARTISAN BALLOT (N),0,0,4,4
City & County of Honolulu,18-06,Straight Party,,,REPUBLICAN PARTY (R),0,0,48,48
City & County of Honolulu,18-06,US Representative,1,D,"ABERCROMBIE, Neil",0,0,236,236
City & County of Honolulu,18-06,US Representative,1,R,"TATAII, Steve",0,0,42,42
City & County of Honolulu,18-06,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,1,1
City & County of Honolulu,18-06,US Representative,1,L,"ZHAO, Li",0,0,5,5
City & County of Honolulu,18-06,State Representative,18,D,"BERG, Lyla B.",0,0,230,230
City & County of Honolulu,18-07,Straight Party,,,DEMOCRATIC PARTY (D),0,0,570,570
City & County of Honolulu,18-07,Straight Party,,,INDEPENDENT PARTY (I),0,0,6,6
City & County of Honolulu,18-07,Straight Party,,,LIBERTARIAN PARTY (L),0,0,6,6
City & County of Honolulu,18-07,Straight Party,,,NONPARTISAN BALLOT (N),0,0,6,6
City & County of Honolulu,18-07,Straight Party,,,REPUBLICAN PARTY (R),0,0,146,146
City & County of Honolulu,18-07,US Representative,1,D,"ABERCROMBIE, Neil",0,0,417,417
City & County of Honolulu,18-07,US Representative,1,R,"TATAII, Steve",0,0,130,130
City & County of Honolulu,18-07,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,2,2
City & County of Honolulu,18-07,US Representative,1,L,"ZHAO, Li",0,0,4,4
City & County of Honolulu,18-07,State Representative,18,D,"BERG, Lyla B.",0,0,356,356
City & County of Honolulu,19-01,Straight Party,,,DEMOCRATIC PARTY (D),0,0,430,430
City & County of Honolulu,19-01,Straight Party,,,INDEPENDENT PARTY (I),0,0,6,6
City & County of Honolulu,19-01,Straight Party,,,LIBERTARIAN PARTY (L),0,0,4,4
City & County of Honolulu,19-01,Straight Party,,,NONPARTISAN BALLOT (N),0,0,6,6
City & County of Honolulu,19-01,Straight Party,,,REPUBLICAN PARTY (R),0,0,301,301
City & County of Honolulu,19-01,US Representative,1,D,"ABERCROMBIE, Neil",0,0,321,321
City & County of Honolulu,19-01,US Representative,1,R,"TATAII, Steve",0,0,101,101
City & County of Honolulu,19-01,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,1,1
City & County of Honolulu,19-01,US Representative,1,L,"ZHAO, Li",0,0,3,3
City & County of Honolulu,19-01,State Representative,19,D,"ABE, Michael (Mike)",0,0,248,248
City & County of Honolulu,19-01,State Representative,19,R,"MARUMOTO, Barbara C.",0,0,282,282
City & County of Honolulu,19-02,Straight Party,,,DEMOCRATIC PARTY (D),0,0,466,466
City & County of Honolulu,19-02,Straight Party,,,INDEPENDENT PARTY (I),0,0,6,6
City & County of Honolulu,19-02,Straight Party,,,LIBERTARIAN PARTY (L),0,0,2,2
City & County of Honolulu,19-02,Straight Party,,,NONPARTISAN BALLOT (N),0,0,5,5
City & County of Honolulu,19-02,Straight Party,,,REPUBLICAN PARTY (R),0,0,178,178
City & County of Honolulu,19-02,US Representative,1,D,"ABERCROMBIE, Neil",0,0,363,363
City & County of Honolulu,19-02,US Representative,1,R,"TATAII, Steve",0,0,63,63
City & County of Honolulu,19-02,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,2,2
City & County of Honolulu,19-02,US Representative,1,L,"ZHAO, Li",0,0,0,0
City & County of Honolulu,19-02,State Representative,19,D,"ABE, Michael (Mike)",0,0,251,251
City & County of Honolulu,19-02,State Representative,19,R,"MARUMOTO, Barbara C.",0,0,170,170
City & County of Honolulu,19-03,Straight Party,,,DEMOCRATIC PARTY (D),0,0,355,355
City & County of Honolulu,19-03,Straight Party,,,INDEPENDENT PARTY (I),0,0,1,1
City & County of Honolulu,19-03,Straight Party,,,LIBERTARIAN PARTY (L),0,0,2,2
City & County of Honolulu,19-03,Straight Party,,,NONPARTISAN BALLOT (N),0,0,1,1
City & County of Honolulu,19-03,Straight Party,,,REPUBLICAN PARTY (R),0,0,120,120
City & County of Honolulu,19-03,US Representative,1,D,"ABERCROMBIE, Neil",0,0,268,268
City & County of Honolulu,19-03,US Representative,1,R,"TATAII, Steve",0,0,33,33
City & County of Honolulu,19-03,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,2,2
City & County of Honolulu,19-03,US Representative,1,L,"ZHAO, Li",0,0,0,0
City & County of Honolulu,19-03,State Representative,19,D,"ABE, Michael (Mike)",0,0,203,203
City & County of Honolulu,19-03,State Representative,19,R,"MARUMOTO, Barbara C.",0,0,112,112
City & County of Honolulu,19-04,Straight Party,,,DEMOCRATIC PARTY (D),0,0,603,603
City & County of Honolulu,19-04,Straight Party,,,INDEPENDENT PARTY (I),0,0,2,2
City & County of Honolulu,19-04,Straight Party,,,LIBERTARIAN PARTY (L),0,0,1,1
City & County of Honolulu,19-04,Straight Party,,,NONPARTISAN BALLOT (N),0,0,6,6
City & County of Honolulu,19-04,Straight Party,,,REPUBLICAN PARTY (R),0,0,218,218
City & County of Honolulu,19-04,US Representative,1,D,"ABERCROMBIE, Neil",0,0,474,474
City & County of Honolulu,19-04,US Representative,1,R,"TATAII, Steve",0,0,68,68
City & County of Honolulu,19-04,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,19-04,US Representative,1,L,"ZHAO, Li",0,0,1,1
City & County of Honolulu,19-04,State Representative,19,D,"ABE, Michael (Mike)",0,0,332,332
City & County of Honolulu,19-04,State Representative,19,R,"MARUMOTO, Barbara C.",0,0,209,209
City & County of Honolulu,19-05,Straight Party,,,DEMOCRATIC PARTY (D),0,0,363,363
City & County of Honolulu,19-05,Straight Party,,,INDEPENDENT PARTY (I),0,0,3,3
City & County of Honolulu,19-05,Straight Party,,,LIBERTARIAN PARTY (L),0,0,3,3
City & County of Honolulu,19-05,Straight Party,,,NONPARTISAN BALLOT (N),0,0,4,4
