county,precinct,office,district,candidate,party,votes,mail,election_day,early_voting
Salt Lake,RIV028,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,57,56,1,0
Salt Lake,RIV028,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,5,5,0,0
Salt Lake,RIV029,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,47,47,0,0
Salt Lake,RIV029,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,73,71,2,0
Salt Lake,RIV029,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,106,106,0,0
Salt Lake,RIV029,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,21,21,0,0
Salt Lake,RIV030,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,28,28,0,0
Salt Lake,RIV030,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,45,44,1,0
Salt Lake,RIV030,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,45,45,0,0
Salt Lake,RIV030,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,6,6,0,0
Salt Lake,RIV031,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,32,32,0,0
Salt Lake,RIV031,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,118,118,0,0
Salt Lake,RIV031,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,156,155,1,0
Salt Lake,RIV031,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,17,17,0,0
Salt Lake,SAN001,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,24,24,0,0
Salt Lake,SAN001,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,102,101,1,0
Salt Lake,SAN001,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,63,62,1,0
Salt Lake,SAN001,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,17,16,1,0
Salt Lake,SAN002,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,17,17,0,0
Salt Lake,SAN002,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,25,25,0,0
Salt Lake,SAN002,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,22,22,0,0
Salt Lake,SAN002,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,6,6,0,0
Salt Lake,SAN003,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,5,5,0,0
Salt Lake,SAN003,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,18,17,1,0
Salt Lake,SAN003,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,20,20,0,0
Salt Lake,SAN003,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,9,9,0,0
Salt Lake,SAN004,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,22,20,2,0
Salt Lake,SAN004,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,57,56,1,0
Salt Lake,SAN004,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,41,41,0,0
Salt Lake,SAN004,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,8,8,0,0
Salt Lake,SAN005,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,41,39,2,0
Salt Lake,SAN005,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,134,133,1,0
Salt Lake,SAN005,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,65,65,0,0
Salt Lake,SAN005,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,36,36,0,0
Salt Lake,SAN006,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,29,29,0,0
Salt Lake,SAN006,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,27,26,1,0
Salt Lake,SAN006,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,28,28,0,0
Salt Lake,SAN006,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,6,6,0,0
Salt Lake,SAN007,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,8,8,0,0
Salt Lake,SAN007,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,32,32,0,0
Salt Lake,SAN007,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,9,9,0,0
Salt Lake,SAN007,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,5,5,0,0
Salt Lake,SAN009,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,66,63,3,0
Salt Lake,SAN009,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,131,131,0,0
Salt Lake,SAN009,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,126,126,0,0
Salt Lake,SAN009,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,10,10,0,0
Salt Lake,SAN010,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,7,7,0,0
Salt Lake,SAN010,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,46,46,0,0
Salt Lake,SAN010,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,28,28,0,0
Salt Lake,SAN010,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,7,7,0,0
Salt Lake,SAN011,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,44,44,0,0
Salt Lake,SAN011,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,141,140,1,0
Salt Lake,SAN011,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,109,108,1,0
Salt Lake,SAN011,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,20,20,0,0
Salt Lake,SAN012,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,31,31,0,0
Salt Lake,SAN012,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,111,111,0,0
Salt Lake,SAN012,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,92,92,0,0
Salt Lake,SAN012,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,14,14,0,0
Salt Lake,SAN013,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,31,31,0,0
Salt Lake,SAN013,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,83,77,6,0
Salt Lake,SAN013,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,68,67,1,0
Salt Lake,SAN013,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,13,13,0,0
Salt Lake,SAN014,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,27,27,0,0
Salt Lake,SAN014,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,103,102,1,0
Salt Lake,SAN014,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,64,64,0,0
Salt Lake,SAN014,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,9,9,0,0
Salt Lake,SAN015,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,34,33,1,0
Salt Lake,SAN015,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,110,107,3,0
Salt Lake,SAN015,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,69,69,0,0
Salt Lake,SAN015,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,8,8,0,0
Salt Lake,SAN016,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,20,20,0,0
Salt Lake,SAN016,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,39,38,1,0
Salt Lake,SAN016,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,28,28,0,0
Salt Lake,SAN016,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,6,5,1,0
Salt Lake,SAN018,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,46,46,0,0
Salt Lake,SAN018,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,116,113,3,0
Salt Lake,SAN018,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,85,85,0,0
Salt Lake,SAN018,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,17,17,0,0
Salt Lake,SAN019,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,29,29,0,0
Salt Lake,SAN019,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,75,73,2,0
Salt Lake,SAN019,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,55,55,0,0
Salt Lake,SAN019,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,9,9,0,0
Salt Lake,SAN020,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,11,11,0,0
Salt Lake,SAN020,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,33,32,1,0
Salt Lake,SAN020,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,14,14,0,0
Salt Lake,SAN020,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,4,4,0,0
Salt Lake,SAN021,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,7,7,0,0
Salt Lake,SAN021,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,63,62,1,0
Salt Lake,SAN021,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,39,39,0,0
Salt Lake,SAN021,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,25,25,0,0
Salt Lake,SAN022,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,52,51,1,0
Salt Lake,SAN022,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,219,217,2,0
Salt Lake,SAN022,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,141,141,0,0
Salt Lake,SAN022,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,18,18,0,0
Salt Lake,SAN024,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,42,41,1,0
Salt Lake,SAN024,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,114,114,0,0
Salt Lake,SAN024,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,124,124,0,0
Salt Lake,SAN024,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,34,34,0,0
Salt Lake,SAN026,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,27,26,1,0
Salt Lake,SAN026,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,111,109,2,0
Salt Lake,SAN026,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,103,99,4,0
Salt Lake,SAN026,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,13,13,0,0
Salt Lake,SAN027,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,38,38,0,0
Salt Lake,SAN027,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,167,161,6,0
Salt Lake,SAN027,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,137,136,1,0
Salt Lake,SAN027,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,20,20,0,0
Salt Lake,SAN029,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,21,21,0,0
Salt Lake,SAN029,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,126,125,1,0
Salt Lake,SAN029,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,107,107,0,0
Salt Lake,SAN029,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,19,18,1,0
Salt Lake,SAN030,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,29,28,1,0
Salt Lake,SAN030,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,114,113,1,0
Salt Lake,SAN030,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,96,96,0,0
Salt Lake,SAN030,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,9,9,0,0
Salt Lake,SAN031,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,33,33,0,0
Salt Lake,SAN031,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,122,121,1,0
Salt Lake,SAN031,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,78,78,0,0
Salt Lake,SAN031,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,12,12,0,0
Salt Lake,SAN032,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,32,31,1,0
Salt Lake,SAN032,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,104,101,3,0
Salt Lake,SAN032,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,83,83,0,0
Salt Lake,SAN032,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,11,11,0,0
Salt Lake,SAN033,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,56,56,0,0
Salt Lake,SAN033,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,204,202,2,0
Salt Lake,SAN033,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,189,189,0,0
Salt Lake,SAN033,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,24,24,0,0
Salt Lake,SAN034,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,30,30,0,0
Salt Lake,SAN034,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,84,84,0,0
Salt Lake,SAN034,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,87,85,2,0
Salt Lake,SAN034,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,11,11,0,0
Salt Lake,SAN035,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,25,25,0,0
Salt Lake,SAN035,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,74,73,1,0
Salt Lake,SAN035,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,33,33,0,0
Salt Lake,SAN035,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,13,13,0,0
Salt Lake,SAN036,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,31,31,0,0
Salt Lake,SAN036,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,67,67,0,0
Salt Lake,SAN036,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,90,90,0,0
Salt Lake,SAN036,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,15,14,1,0
Salt Lake,SAN038,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,54,54,0,0
Salt Lake,SAN038,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,152,152,0,0
Salt Lake,SAN038,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,150,148,2,0
Salt Lake,SAN038,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,26,25,1,0
Salt Lake,SAN039,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,34,34,0,0
Salt Lake,SAN039,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,108,108,0,0
Salt Lake,SAN039,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,52,52,0,0
Salt Lake,SAN039,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,10,10,0,0
Salt Lake,SAN040,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,19,19,0,0
Salt Lake,SAN040,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,28,28,0,0
Salt Lake,SAN040,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,17,17,0,0
Salt Lake,SAN040,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,9,9,0,0
Salt Lake,SAN041,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,31,31,0,0
Salt Lake,SAN041,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,80,79,1,0
Salt Lake,SAN041,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,42,42,0,0
Salt Lake,SAN041,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,13,12,1,0
Salt Lake,SAN042,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,31,31,0,0
Salt Lake,SAN042,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,83,83,0,0
Salt Lake,SAN042,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,77,76,1,0
Salt Lake,SAN042,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,27,27,0,0
Salt Lake,SAN043,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,33,32,1,0
Salt Lake,SAN043,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,93,93,0,0
Salt Lake,SAN043,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,61,61,0,0
Salt Lake,SAN043,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,15,15,0,0
Salt Lake,SAN044,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,37,36,1,0
Salt Lake,SAN044,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,92,91,1,0
Salt Lake,SAN044,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,99,97,2,0
Salt Lake,SAN044,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,26,26,0,0
Salt Lake,SAN045,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,79,78,1,0
Salt Lake,SAN045,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,164,160,4,0
Salt Lake,SAN045,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,105,104,1,0
Salt Lake,SAN045,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,19,19,0,0
Salt Lake,SAN048,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,42,41,1,0
Salt Lake,SAN048,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,113,113,0,0
Salt Lake,SAN048,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,61,61,0,0
Salt Lake,SAN048,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,14,14,0,0
Salt Lake,SAN049,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,31,31,0,0
Salt Lake,SAN049,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,112,106,6,0
Salt Lake,SAN049,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,83,83,0,0
Salt Lake,SAN049,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,13,13,0,0
Salt Lake,SAN050,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,60,60,0,0
Salt Lake,SAN050,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,131,131,0,0
Salt Lake,SAN050,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,108,108,0,0
Salt Lake,SAN050,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,35,33,2,0
Salt Lake,SAN051,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,51,48,3,0
Salt Lake,SAN051,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,107,107,0,0
Salt Lake,SAN051,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,73,73,0,0
Salt Lake,SAN051,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,20,20,0,0
Salt Lake,SAN052,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,9,9,0,0
Salt Lake,SAN052,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,31,31,0,0
Salt Lake,SAN052,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,17,17,0,0
Salt Lake,SAN052,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,2,2,0,0
Salt Lake,SAN053,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,40,39,1,0
Salt Lake,SAN053,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,123,121,2,0
Salt Lake,SAN053,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,86,86,0,0
Salt Lake,SAN053,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,20,20,0,0
Salt Lake,SAN054,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,23,23,0,0
Salt Lake,SAN054,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,150,144,6,0
Salt Lake,SAN054,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,67,66,1,0
Salt Lake,SAN054,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,13,13,0,0
Salt Lake,SAN055,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,35,33,2,0
Salt Lake,SAN055,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,118,118,0,0
Salt Lake,SAN055,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,67,66,1,0
Salt Lake,SAN055,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,19,19,0,0
Salt Lake,SAN056,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,55,52,3,0
Salt Lake,SAN056,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,160,157,3,0
Salt Lake,SAN056,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,100,99,1,0
Salt Lake,SAN056,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,15,15,0,0
Salt Lake,SAN057,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,50,49,1,0
Salt Lake,SAN057,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,219,216,3,0
Salt Lake,SAN057,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,142,139,3,0
Salt Lake,SAN057,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,23,23,0,0
Salt Lake,SAN058,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,55,54,1,0
Salt Lake,SAN058,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,135,133,2,0
Salt Lake,SAN058,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,107,104,3,0
Salt Lake,SAN058,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,13,13,0,0
Salt Lake,SAN059,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,4,4,0,0
Salt Lake,SAN059,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,29,28,1,0
Salt Lake,SAN059,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,10,10,0,0
Salt Lake,SAN059,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,3,3,0,0
Salt Lake,SAN060,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,56,55,1,0
Salt Lake,SAN060,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,168,165,3,0
Salt Lake,SAN060,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,128,128,0,0
Salt Lake,SAN060,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,13,13,0,0
Salt Lake,SAN061,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,42,42,0,0
Salt Lake,SAN061,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,86,86,0,0
Salt Lake,SAN061,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,74,73,1,0
Salt Lake,SAN061,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,18,18,0,0
Salt Lake,SAN062,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,23,23,0,0
Salt Lake,SAN062,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,48,47,1,0
Salt Lake,SAN062,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,54,53,1,0
Salt Lake,SAN062,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,11,11,0,0
Salt Lake,SAN063,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,64,64,0,0
Salt Lake,SAN063,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,101,99,2,0
Salt Lake,SAN063,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,105,104,1,0
Salt Lake,SAN063,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,26,26,0,0
Salt Lake,SAN064,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,27,27,0,0
Salt Lake,SAN064,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,95,95,0,0
Salt Lake,SAN064,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,86,86,0,0
Salt Lake,SAN064,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,11,11,0,0
Salt Lake,SAN065,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,42,41,1,0
Salt Lake,SAN065,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,125,123,2,0
Salt Lake,SAN065,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,68,67,1,0
Salt Lake,SAN065,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,18,18,0,0
Salt Lake,SAN066,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,51,51,0,0
Salt Lake,SAN066,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,91,90,1,0
Salt Lake,SAN066,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,65,65,0,0
Salt Lake,SAN066,GOVERNOR,,THOMAS E. WRIGHT / ROB BISHOP,REP,20,20,0,0
Salt Lake,SAN067,GOVERNOR,,GREG HUGHES / VICTOR IVERSON,REP,36,34,2,0
Salt Lake,SAN067,GOVERNOR,,JON HUNTSMAN JR. / MICHELLE KAUFUSI,REP,84,83,1,0
Salt Lake,SAN067,GOVERNOR,,SPENCER J. COX / DEIDRE M. HENDERSON,REP,82,81,1,0
