precinct_code,gen_dem_CLINTON,gen_ind_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_lib_FELDMAN,pri_lib_HALE,pri_lib_INCE,pri_lib_JOHNSON,pri_lib_JR.,pri_lib_KERBEL,pri_lib_PERRY,pri_lib_PETERSEN,pri_lib_REID,pri_lib_SMITH,pri_lib_WAYMIRE,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Pitt-371471512B,309.0,5.0,30.0,216.0,197.0,1.0,2.0,160.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,97.0,0.0,1.0,0.0,54.0,0.0,15.0,0.0,74.0,560.0,244.0,360.0
Pitt-371471513A,203.0,1.0,31.0,303.0,122.0,0.0,3.0,116.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,213.0,0.0,0.0,1.0,63.0,1.0,23.0,0.0,98.0,538.0,407.0,241.0
Pitt-371471513B,178.0,0.0,23.0,249.0,91.0,1.0,4.0,102.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,119.0,0.0,0.0,0.0,37.0,0.0,25.0,0.0,97.0,450.0,280.0,198.0
Pitt-37147ABSENTEE,0.0,0.0,0.0,0.0,202.0,1.0,4.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,0.0,19.0,1.0,29.0,0.0,44.0,0.0,124.0,281.0
Pitt-37147ABSENTEE #1,507.0,3.0,24.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953.0,0.0,0.0
Pitt-37147ABSENTEE #2,309.0,0.0,21.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0,0.0
Pitt-37147OS AG CENTER,0.0,0.0,0.0,0.0,917.0,1.0,17.0,258.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,169.0,1.0,0.0,0.0,29.0,0.0,34.0,0.0,175.0,0.0,416.0,1193.0
Pitt-37147OS AG CENTER 1,3021.0,5.0,56.0,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5062.0,0.0,0.0
Pitt-37147OS AG CENTER 2,876.0,0.0,23.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289.0,0.0,0.0
Pitt-37147OS AYDEN,0.0,0.0,0.0,0.0,227.0,1.0,8.0,124.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0,1.0,12.0,0.0,15.0,0.0,128.0,0.0,258.0,360.0
Pitt-37147OS AYDEN #1,766.0,7.0,25.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1698.0,0.0,0.0
Pitt-37147OS AYDEN #2,17.0,0.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0
Pitt-37147OS COMMUNITY SCH,0.0,0.0,0.0,0.0,1393.0,9.0,32.0,727.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,2.0,808.0,3.0,0.0,4.0,216.0,3.0,175.0,1.0,837.0,0.0,2084.0,2161.0
Pitt-37147OS COMMUNITY SCHOOLS 1,3389.0,29.0,188.0,5519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9125.0,0.0,0.0
Pitt-37147OS COMMUNITY SCHOOLS 2,3445.0,0.0,162.0,3544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7151.0,0.0,0.0
Pitt-37147OS COUNTY BLDG,0.0,0.0,0.0,0.0,1253.0,1.0,15.0,411.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,198.0,0.0,0.0,2.0,39.0,1.0,52.0,1.0,136.0,0.0,436.0,1680.0
Pitt-37147OS COUNTY OFFICE 1,4648.0,14.0,114.0,1371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6147.0,0.0,0.0
Pitt-37147OS COUNTY OFFICE 2,2509.0,0.0,64.0,538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3111.0,0.0,0.0
Pitt-37147OS ECU-WILLIS BLDG 1,955.0,22.0,76.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1898.0,0.0,0.0
Pitt-37147OS FARMVILLE,0.0,0.0,0.0,0.0,252.0,1.0,10.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64.0,0.0,0.0,2.0,9.0,1.0,18.0,1.0,64.0,0.0,160.0,331.0
Pitt-37147OS FARMVILLE 1,1068.0,0.0,36.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2104.0,0.0,0.0
Pitt-37147OS FARMVILLE 2,20.0,0.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0
Pitt-37147OS WILLIS BLDG,0.0,0.0,0.0,0.0,340.0,1.0,7.0,452.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,61.0,1.0,64.0,0.0,145.0,0.0,390.0,800.0
Pitt-37147OS WILLIS BUILDING #2,3217.0,0.0,230.0,1832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5279.0,0.0,0.0
Pitt-37147OS WINERVILLE FIRE,0.0,0.0,0.0,0.0,902.0,5.0,27.0,399.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,435.0,1.0,0.0,0.0,87.0,3.0,78.0,1.0,408.0,0.0,1033.0,1333.0
Pitt-37147OS WINTERVILLE #1,2696.0,15.0,127.0,3350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6188.0,0.0,0.0
Pitt-37147OS WINTERVILLE #2,2318.0,0.0,107.0,2072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4497.0,0.0,0.0
Pitt-37147PROVISIONAL #1,313.0,4.0,20.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,0.0,0.0
Pitt-37147PROVISIONAL #2,375.0,0.0,22.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,0.0,0.0
Pitt-37147TRANSFER #1,90.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0
Pitt-37147TRANSFER #2,33.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0
Polk-37149ABSENTEE,246.0,4.0,10.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,0.0,0.0
Polk-37149CG05,151.0,1.0,41.0,788.0,31.0,0.0,1.0,91.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,143.0,3.0,0.0,1.0,28.0,1.0,16.0,0.0,187.0,981.0,383.0,123.0
Polk-37149CL07,496.0,11.0,45.0,1010.0,172.0,0.0,3.0,165.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,162.0,0.0,0.0,0.0,53.0,2.0,33.0,0.0,241.0,1562.0,499.0,340.0
Polk-37149CL08,552.0,0.0,31.0,1048.0,188.0,0.0,2.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,200.0,1.0,0.0,3.0,135.0,2.0,54.0,0.0,319.0,1631.0,724.0,322.0
Polk-37149GC09,546.0,11.0,34.0,1161.0,149.0,0.0,4.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,206.0,1.0,0.0,1.0,50.0,1.0,33.0,0.0,300.0,1752.0,600.0,340.0
Polk-37149SA04,384.0,9.0,26.0,623.0,106.0,1.0,4.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,139.0,1.0,0.0,2.0,38.0,4.0,22.0,0.0,154.0,1042.0,362.0,275.0
Polk-37149TR123,975.0,14.0,56.0,934.0,360.0,5.0,6.0,305.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,165.0,0.0,0.0,2.0,128.0,1.0,46.0,0.0,278.0,1979.0,629.0,676.0
Polk-37149WO06,306.0,2.0,29.0,767.0,103.0,2.0,2.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,123.0,0.0,0.0,1.0,32.0,2.0,19.0,0.0,171.0,1104.0,355.0,198.0
Randolph-37151AE,1302.0,12.0,64.0,1465.0,352.0,1.0,6.0,213.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,11.0,2.0,305.0,2.0,0.0,5.0,96.0,1.0,49.0,1.0,308.0,2843.0,784.0,572.0
Randolph-37151AN,745.0,8.0,70.0,1491.0,106.0,1.0,4.0,132.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,265.0,1.0,0.0,0.0,40.0,2.0,48.0,0.0,264.0,2314.0,635.0,243.0
Randolph-37151AR,1125.0,13.0,148.0,4413.0,220.0,1.0,10.0,230.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,704.0,2.0,0.0,2.0,114.0,1.0,100.0,0.0,798.0,5699.0,1749.0,461.0
Randolph-37151AS,706.0,10.0,62.0,2085.0,208.0,0.0,5.0,159.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,1.0,512.0,2.0,0.0,3.0,102.0,2.0,77.0,0.0,426.0,2863.0,1140.0,372.0
Randolph-37151AW,1319.0,3.0,113.0,2351.0,297.0,2.0,11.0,255.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,15.0,2.0,512.0,0.0,1.0,1.0,183.0,5.0,116.0,1.0,452.0,3786.0,1296.0,565.0
Randolph-37151BC,267.0,2.0,39.0,1856.0,71.0,1.0,4.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,383.0,0.0,0.0,1.0,53.0,2.0,37.0,0.0,353.0,2164.0,835.0,161.0
Randolph-37151DR,493.0,2.0,62.0,2361.0,82.0,0.0,1.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,1.0,402.0,1.0,0.0,4.0,49.0,3.0,57.0,1.0,420.0,2918.0,955.0,230.0
Randolph-37151GR,464.0,5.0,65.0,2068.0,112.0,2.0,4.0,119.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,359.0,1.0,1.0,6.0,92.0,2.0,71.0,3.0,377.0,2602.0,931.0,237.0
Randolph-37151LB,663.0,5.0,37.0,1193.0,168.0,1.0,2.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,240.0,2.0,0.0,2.0,34.0,1.0,20.0,0.0,239.0,1898.0,543.0,291.0
Randolph-37151LC,309.0,2.0,26.0,1301.0,74.0,1.0,2.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,211.0,0.0,0.0,2.0,24.0,1.0,15.0,0.0,265.0,1638.0,531.0,153.0
Randolph-37151NM,390.0,1.0,61.0,2526.0,97.0,2.0,5.0,94.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,420.0,0.0,1.0,3.0,58.0,1.0,49.0,0.0,434.0,2978.0,976.0,198.0
Randolph-37151PR,587.0,2.0,85.0,3316.0,142.0,2.0,6.0,175.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,2.0,705.0,0.0,0.0,4.0,90.0,1.0,75.0,0.0,617.0,3990.0,1522.0,325.0
Randolph-37151RM,590.0,3.0,38.0,1301.0,127.0,2.0,8.0,116.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,259.0,0.0,0.0,2.0,34.0,2.0,23.0,1.0,272.0,1932.0,600.0,253.0
Randolph-37151RN,810.0,17.0,104.0,2829.0,161.0,0.0,6.0,185.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,14.0,0.0,460.0,1.0,0.0,5.0,58.0,6.0,64.0,1.0,505.0,3760.0,1116.0,352.0
Randolph-37151SE,215.0,1.0,22.0,1228.0,54.0,1.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,269.0,0.0,0.0,2.0,19.0,1.0,24.0,1.0,223.0,1466.0,552.0,134.0
Randolph-37151SO,389.0,3.0,41.0,2082.0,96.0,3.0,7.0,94.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,405.0,0.0,0.0,2.0,59.0,3.0,42.0,0.0,364.0,2515.0,882.0,200.0
Randolph-37151ST,249.0,1.0,23.0,1126.0,69.0,0.0,4.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,222.0,1.0,0.0,2.0,22.0,0.0,23.0,1.0,234.0,1399.0,514.0,115.0
Randolph-37151SW,203.0,0.0,35.0,1653.0,65.0,2.0,3.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,1.0,321.0,0.0,0.0,3.0,46.0,1.0,34.0,0.0,349.0,1891.0,769.0,118.0
Randolph-37151TB,190.0,2.0,34.0,1711.0,39.0,1.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,269.0,0.0,0.0,3.0,30.0,0.0,31.0,0.0,304.0,1937.0,641.0,98.0
Randolph-37151TR,925.0,1.0,110.0,4546.0,189.0,1.0,14.0,217.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,715.0,2.0,0.0,6.0,96.0,3.0,68.0,1.0,804.0,5582.0,1714.0,421.0
Randolph-37151TT,352.0,1.0,44.0,2467.0,68.0,2.0,3.0,91.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,2.0,426.0,0.0,0.0,4.0,34.0,4.0,29.0,1.0,415.0,2864.0,928.0,164.0
Randolph-37151UG,901.0,8.0,120.0,4061.0,203.0,3.0,11.0,213.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,695.0,1.0,1.0,5.0,143.0,5.0,96.0,1.0,754.0,5090.0,1719.0,430.0
Richmond-3715301,559.0,0.0,21.0,393.0,325.0,2.0,3.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0,1.0,0.0,0.0,8.0,0.0,11.0,0.0,94.0,973.0,178.0,493.0
Richmond-3715302,304.0,2.0,25.0,619.0,240.0,6.0,12.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,126.0,0.0,0.0,1.0,28.0,1.0,14.0,1.0,202.0,950.0,377.0,476.0
Richmond-3715303,46.0,0.0,6.0,200.0,41.0,0.0,6.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,35.0,252.0,80.0,94.0
Richmond-3715304,156.0,0.0,3.0,210.0,93.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,44.0,369.0,86.0,166.0
Richmond-3715305,37.0,0.0,4.0,95.0,20.0,0.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0,136.0,26.0,47.0
Richmond-3715306,72.0,1.0,6.0,273.0,46.0,1.0,2.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,71.0,352.0,108.0,118.0
Richmond-3715307,122.0,0.0,4.0,151.0,79.0,1.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,33.0,277.0,64.0,109.0
Richmond-3715308,463.0,2.0,13.0,379.0,262.0,0.0,10.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,115.0,857.0,181.0,409.0
Richmond-3715309,467.0,3.0,31.0,811.0,303.0,4.0,9.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,108.0,1.0,0.0,0.0,24.0,0.0,9.0,0.0,170.0,1312.0,315.0,528.0
Richmond-3715310,239.0,1.0,4.0,103.0,107.0,0.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,29.0,347.0,50.0,146.0
Richmond-3715311,118.0,0.0,3.0,180.0,89.0,2.0,4.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,40.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,50.0,301.0,103.0,129.0
Richmond-3715312,154.0,0.0,13.0,285.0,100.0,4.0,3.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,40.0,0.0,1.0,0.0,10.0,0.0,3.0,0.0,78.0,452.0,138.0,206.0
Richmond-3715313,108.0,0.0,1.0,197.0,66.0,1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,25.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,40.0,306.0,75.0,100.0
Richmond-3715314,64.0,0.0,2.0,26.0,26.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,92.0,10.0,34.0
Richmond-3715315,22.0,0.0,3.0,61.0,15.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,17.0,86.0,29.0,22.0
Richmond-3715316,8.0,0.0,6.0,116.0,9.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,24.0,130.0,54.0,36.0
Richmond-37153ABSENTEE,129.0,0.0,11.0,173.0,21.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,13.0,313.0,31.0,27.0
Richmond-37153ONE STOP 100 COLE,567.0,2.0,26.0,764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359.0,0.0,0.0
Richmond-37153ONE STOP 100 COOP,4391.0,13.0,135.0,4750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9289.0,0.0,0.0
Richmond-37153ONE STOP 100 ELLERBE,234.0,0.0,6.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611.0,0.0,0.0
Richmond-37153ONE STOP 100 NORMAN,43.0,0.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0
Richmond-37153OS COLE PAPER,0.0,0.0,0.0,0.0,92.0,0.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,37.0,0.0,74.0,154.0
Richmond-37153OS COOP PAPER,0.0,0.0,0.0,0.0,949.0,10.0,28.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,180.0,0.0,0.0,1.0,30.0,1.0,43.0,0.0,365.0,0.0,624.0,1283.0
Richmond-37153OS ELLERBE PAPER,0.0,0.0,0.0,0.0,58.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.0,34.0,83.0
Robeson-3715501,109.0,1.0,8.0,241.0,60.0,1.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,13.0,359.0,37.0,118.0
Robeson-3715502,316.0,0.0,17.0,266.0,152.0,3.0,8.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,599.0,29.0,263.0
Robeson-3715503,137.0,0.0,10.0,458.0,66.0,4.0,18.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,52.0,605.0,82.0,201.0
Robeson-3715504,219.0,0.0,29.0,547.0,169.0,3.0,8.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,24.0,795.0,42.0,334.0
Robeson-3715505A,554.0,1.0,17.0,408.0,269.0,2.0,7.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,49.0,980.0,87.0,441.0
